creative_id,scheduled_date,time_slot,series,hook,beat1_prompt,beat2_prompt,beat3_prompt,ref_url,status,rendered_at
MILO-D21-MOR,2026-10-11,morning,milo,There's a new intern. He's a golden retriever. I'm doomed.,"Cartoonish 3D animated vertical 9:16 video, Pixar-style. The reference image is the ONLY main character on camera in this scene: single fluffy orange tabby cat, big green eyes, small white chest, loose sky-blue tie. Character peeks around a cubicle at a golden retriever wagging his tail at everything, says the hook. The character speaks in a slightly whiny, deadpan, put-upon male cat voice, mouth in sync. Exaggerated cartoon expressions, warm lighting. No other characters speak in this scene. No other characters appear on camera unless described.","Cartoonish 3D animated vertical 9:16 video, Pixar-style. The reference image is the ONLY main character on camera in this scene: single fluffy orange tabby cat, big green eyes, small white chest, loose sky-blue tie. Character pulls up a shared calendar and says: He has already scheduled 'coffee chats' with six executives. He is nineteen.. The character speaks in a slightly whiny, deadpan, put-upon male cat voice, mouth in sync. Exaggerated cartoon expressions, warm lighting. No other characters speak in this scene. No other characters appear on camera unless described.","Cartoonish 3D animated vertical 9:16 video, Pixar-style. The reference image is the ONLY main character on camera in this scene: single fluffy orange tabby cat, big green eyes, small white chest, loose sky-blue tie. Character sighs at the camera and says: I've decided to mentor him. He's carrying my lunch by Friday.. The character speaks in a slightly whiny, deadpan, put-upon male cat voice, mouth in sync. Exaggerated cartoon expressions, warm lighting. No other characters speak in this scene. No other characters appear on camera unless described.",https://raw.githubusercontent.com/dkgrissom-tech/Ora-auto/main/brands/toolstack/assets/refs/milo_ref.png,queued,
MILO-D21-EVE,2026-10-11,evening,milo,There's a new intern. He's a golden retriever. I'm doomed.,"Cartoonish 3D animated vertical 9:16 video, Pixar-style. The reference image is the ONLY main character on camera in this scene: single fluffy orange tabby cat, big green eyes, small white chest, loose sky-blue tie. Character peeks around a cubicle at a golden retriever wagging his tail at everything, says the hook. The character speaks in a slightly whiny, deadpan, put-upon male cat voice, mouth in sync. Exaggerated cartoon expressions, warm lighting. No other characters speak in this scene. No other characters appear on camera unless described.","Cartoonish 3D animated vertical 9:16 video, Pixar-style. The reference image is the ONLY main character on camera in this scene: single fluffy orange tabby cat, big green eyes, small white chest, loose sky-blue tie. Character pulls up a shared calendar and says: He has already scheduled 'coffee chats' with six executives. He is nineteen.. The character speaks in a slightly whiny, deadpan, put-upon male cat voice, mouth in sync. Exaggerated cartoon expressions, warm lighting. No other characters speak in this scene. No other characters appear on camera unless described.","Cartoonish 3D animated vertical 9:16 video, Pixar-style. The reference image is the ONLY main character on camera in this scene: single fluffy orange tabby cat, big green eyes, small white chest, loose sky-blue tie. Character sighs at the camera and says: I've decided to mentor him. He's carrying my lunch by Friday.. The character speaks in a slightly whiny, deadpan, put-upon male cat voice, mouth in sync. Exaggerated cartoon expressions, warm lighting. No other characters speak in this scene. No other characters appear on camera unless described.",https://raw.githubusercontent.com/dkgrissom-tech/Ora-auto/main/brands/toolstack/assets/refs/milo_ref.png,queued,
RITA-D22-MOR,2026-10-12,morning,rita,Somebody put motion lights on my favorite fence.,"Cartoonish 3D animated vertical 9:16 video, Pixar-style. The reference image is the ONLY main character on camera in this scene: single clever raccoon, dark eye mask, small pink backpack. Character creeps toward a fence as a floodlight flicks on, freezes, says the hook. The character speaks in a confident, mischievous female raccoon voice, mouth in sync. Exaggerated cartoon expressions, warm lighting. No other characters speak in this scene. No other characters appear on camera unless described.","Cartoonish 3D animated vertical 9:16 video, Pixar-style. The reference image is the ONLY main character on camera in this scene: single clever raccoon, dark eye mask, small pink backpack. Character poses in the light like a magazine cover and says: If they wanted a photo shoot, they should have asked.. The character speaks in a confident, mischievous female raccoon voice, mouth in sync. Exaggerated cartoon expressions, warm lighting. No other characters speak in this scene. No other characters appear on camera unless described.","Cartoonish 3D animated vertical 9:16 video, Pixar-style. The reference image is the ONLY main character on camera in this scene: single clever raccoon, dark eye mask, small pink backpack. Character smirks at camera as the light goes dark, and says: My contract requires hair, makeup, and one uncovered bin.. The character speaks in a confident, mischievous female raccoon voice, mouth in sync. Exaggerated cartoon expressions, warm lighting. No other characters speak in this scene. No other characters appear on camera unless described.",https://raw.githubusercontent.com/dkgrissom-tech/Ora-auto/main/brands/toolstack/assets/refs/rita_ref.png,queued,
RITA-D22-EVE,2026-10-12,evening,rita,Somebody put motion lights on my favorite fence.,"Cartoonish 3D animated vertical 9:16 video, Pixar-style. The reference image is the ONLY main character on camera in this scene: single clever raccoon, dark eye mask, small pink backpack. Character creeps toward a fence as a floodlight flicks on, freezes, says the hook. The character speaks in a confident, mischievous female raccoon voice, mouth in sync. Exaggerated cartoon expressions, warm lighting. No other characters speak in this scene. No other characters appear on camera unless described.","Cartoonish 3D animated vertical 9:16 video, Pixar-style. The reference image is the ONLY main character on camera in this scene: single clever raccoon, dark eye mask, small pink backpack. Character poses in the light like a magazine cover and says: If they wanted a photo shoot, they should have asked.. The character speaks in a confident, mischievous female raccoon voice, mouth in sync. Exaggerated cartoon expressions, warm lighting. No other characters speak in this scene. No other characters appear on camera unless described.","Cartoonish 3D animated vertical 9:16 video, Pixar-style. The reference image is the ONLY main character on camera in this scene: single clever raccoon, dark eye mask, small pink backpack. Character smirks at camera as the light goes dark, and says: My contract requires hair, makeup, and one uncovered bin.. The character speaks in a confident, mischievous female raccoon voice, mouth in sync. Exaggerated cartoon expressions, warm lighting. No other characters speak in this scene. No other characters appear on camera unless described.",https://raw.githubusercontent.com/dkgrissom-tech/Ora-auto/main/brands/toolstack/assets/refs/rita_ref.png,queued,
BARKLEY-D23-MOR,2026-10-13,morning,barkley,The parrot witness recanted.,"Cartoonish 3D animated vertical 9:16 video, Pixar-style. The reference image is the ONLY main character on camera in this scene: single golden retriever detective, rumpled trench coat, fedora tilted low. Character sits across from a bird cage with an empty perch, deadpan, says the hook. The character speaks in a hardboiled, gravelly male dog voice, mouth in sync. Exaggerated cartoon expressions, warm lighting. No other characters speak in this scene. No other characters appear on camera unless described.","Cartoonish 3D animated vertical 9:16 video, Pixar-style. The reference image is the ONLY main character on camera in this scene: single golden retriever detective, rumpled trench coat, fedora tilted low. Character opens a file that says WITNESS: MR. FEATHERS and says: Yesterday she said 'the cat did it'. Today she says 'cracker'.. The character speaks in a hardboiled, gravelly male dog voice, mouth in sync. Exaggerated cartoon expressions, warm lighting. No other characters speak in this scene. No other characters appear on camera unless described.","Cartoonish 3D animated vertical 9:16 video, Pixar-style. The reference image is the ONLY main character on camera in this scene: single golden retriever detective, rumpled trench coat, fedora tilted low. Character adjusts his hat at camera and says: In this business, a witness with treats is not a witness. She's a suspect.. The character speaks in a hardboiled, gravelly male dog voice, mouth in sync. Exaggerated cartoon expressions, warm lighting. No other characters speak in this scene. No other characters appear on camera unless described.",https://raw.githubusercontent.com/dkgrissom-tech/Ora-auto/main/brands/toolstack/assets/refs/barkley_ref.png,queued,
BARKLEY-D23-EVE,2026-10-13,evening,barkley,The parrot witness recanted.,"Cartoonish 3D animated vertical 9:16 video, Pixar-style. The reference image is the ONLY main character on camera in this scene: single golden retriever detective, rumpled trench coat, fedora tilted low. Character sits across from a bird cage with an empty perch, deadpan, says the hook. The character speaks in a hardboiled, gravelly male dog voice, mouth in sync. Exaggerated cartoon expressions, warm lighting. No other characters speak in this scene. No other characters appear on camera unless described.","Cartoonish 3D animated vertical 9:16 video, Pixar-style. The reference image is the ONLY main character on camera in this scene: single golden retriever detective, rumpled trench coat, fedora tilted low. Character opens a file that says WITNESS: MR. FEATHERS and says: Yesterday she said 'the cat did it'. Today she says 'cracker'.. The character speaks in a hardboiled, gravelly male dog voice, mouth in sync. Exaggerated cartoon expressions, warm lighting. No other characters speak in this scene. No other characters appear on camera unless described.","Cartoonish 3D animated vertical 9:16 video, Pixar-style. The reference image is the ONLY main character on camera in this scene: single golden retriever detective, rumpled trench coat, fedora tilted low. Character adjusts his hat at camera and says: In this business, a witness with treats is not a witness. She's a suspect.. The character speaks in a hardboiled, gravelly male dog voice, mouth in sync. Exaggerated cartoon expressions, warm lighting. No other characters speak in this scene. No other characters appear on camera unless described.",https://raw.githubusercontent.com/dkgrissom-tech/Ora-auto/main/brands/toolstack/assets/refs/barkley_ref.png,queued,
MILO2-D24-MOR,2026-10-14,morning,milo2,The office plant has been reporting me.,"Cartoonish 3D animated vertical 9:16 video, Pixar-style. The reference image is the ONLY main character on camera in this scene: single fluffy orange tabby cat, big green eyes, small white chest, loose sky-blue tie. Character narrows his eyes at a small potted plant on his desk, says the hook. The character speaks in a slightly whiny, deadpan, put-upon male cat voice, mouth in sync. Exaggerated cartoon expressions, warm lighting. No other characters speak in this scene. No other characters appear on camera unless described.","Cartoonish 3D animated vertical 9:16 video, Pixar-style. The reference image is the ONLY main character on camera in this scene: single fluffy orange tabby cat, big green eyes, small white chest, loose sky-blue tie. Character leans in and whispers to the plant, then to camera: HR knew about the tuna within eleven minutes. Coincidence?. The character speaks in a slightly whiny, deadpan, put-upon male cat voice, mouth in sync. Exaggerated cartoon expressions, warm lighting. No other characters speak in this scene. No other characters appear on camera unless described.","Cartoonish 3D animated vertical 9:16 video, Pixar-style. The reference image is the ONLY main character on camera in this scene: single fluffy orange tabby cat, big green eyes, small white chest, loose sky-blue tie. Character sips from his mug and says: I've replaced the plant with an identical plant. The pigeon handled logistics.. The character speaks in a slightly whiny, deadpan, put-upon male cat voice, mouth in sync. Exaggerated cartoon expressions, warm lighting. No other characters speak in this scene. No other characters appear on camera unless described.",https://raw.githubusercontent.com/dkgrissom-tech/Ora-auto/main/brands/toolstack/assets/refs/milo2_ref.png,queued,
MILO2-D24-EVE,2026-10-14,evening,milo2,The office plant has been reporting me.,"Cartoonish 3D animated vertical 9:16 video, Pixar-style. The reference image is the ONLY main character on camera in this scene: single fluffy orange tabby cat, big green eyes, small white chest, loose sky-blue tie. Character narrows his eyes at a small potted plant on his desk, says the hook. The character speaks in a slightly whiny, deadpan, put-upon male cat voice, mouth in sync. Exaggerated cartoon expressions, warm lighting. No other characters speak in this scene. No other characters appear on camera unless described.","Cartoonish 3D animated vertical 9:16 video, Pixar-style. The reference image is the ONLY main character on camera in this scene: single fluffy orange tabby cat, big green eyes, small white chest, loose sky-blue tie. Character leans in and whispers to the plant, then to camera: HR knew about the tuna within eleven minutes. Coincidence?. The character speaks in a slightly whiny, deadpan, put-upon male cat voice, mouth in sync. Exaggerated cartoon expressions, warm lighting. No other characters speak in this scene. No other characters appear on camera unless described.","Cartoonish 3D animated vertical 9:16 video, Pixar-style. The reference image is the ONLY main character on camera in this scene: single fluffy orange tabby cat, big green eyes, small white chest, loose sky-blue tie. Character sips from his mug and says: I've replaced the plant with an identical plant. The pigeon handled logistics.. The character speaks in a slightly whiny, deadpan, put-upon male cat voice, mouth in sync. Exaggerated cartoon expressions, warm lighting. No other characters speak in this scene. No other characters appear on camera unless described.",https://raw.githubusercontent.com/dkgrissom-tech/Ora-auto/main/brands/toolstack/assets/refs/milo2_ref.png,queued,
MILO-D25-MOR,2026-10-15,morning,milo,Someone put a bell on me while I was asleep.,"Cartoonish 3D animated vertical 9:16 video, Pixar-style. The reference image is the ONLY main character on camera in this scene: single fluffy orange tabby cat, big green eyes, small white chest, loose sky-blue tie. Character sits up on a desk with a small bell around his neck jingling, deadpan to camera, says the hook. The character speaks in a slightly whiny, deadpan, put-upon male cat voice, mouth in sync. Exaggerated cartoon expressions, warm lighting. No other characters speak in this scene. No other characters appear on camera unless described.","Cartoonish 3D animated vertical 9:16 video, Pixar-style. The reference image is the ONLY main character on camera in this scene: single fluffy orange tabby cat, big green eyes, small white chest, loose sky-blue tie. Character walks two steps, jingles, sighs at camera and says: This is discrimination. Kevin doesn't have a bell. Kevin is a person.. The character speaks in a slightly whiny, deadpan, put-upon male cat voice, mouth in sync. Exaggerated cartoon expressions, warm lighting. No other characters speak in this scene. No other characters appear on camera unless described.","Cartoonish 3D animated vertical 9:16 video, Pixar-style. The reference image is the ONLY main character on camera in this scene: single fluffy orange tabby cat, big green eyes, small white chest, loose sky-blue tie. Character grins slowly at camera as the bell is now on the pigeon flying past, and says: Kevin's next.. The character speaks in a slightly whiny, deadpan, put-upon male cat voice, mouth in sync. Exaggerated cartoon expressions, warm lighting. No other characters speak in this scene. No other characters appear on camera unless described.",https://raw.githubusercontent.com/dkgrissom-tech/Ora-auto/main/brands/toolstack/assets/refs/milo_ref.png,queued,
MILO-D25-EVE,2026-10-15,evening,milo,Someone put a bell on me while I was asleep.,"Cartoonish 3D animated vertical 9:16 video, Pixar-style. The reference image is the ONLY main character on camera in this scene: single fluffy orange tabby cat, big green eyes, small white chest, loose sky-blue tie. Character sits up on a desk with a small bell around his neck jingling, deadpan to camera, says the hook. The character speaks in a slightly whiny, deadpan, put-upon male cat voice, mouth in sync. Exaggerated cartoon expressions, warm lighting. No other characters speak in this scene. No other characters appear on camera unless described.","Cartoonish 3D animated vertical 9:16 video, Pixar-style. The reference image is the ONLY main character on camera in this scene: single fluffy orange tabby cat, big green eyes, small white chest, loose sky-blue tie. Character walks two steps, jingles, sighs at camera and says: This is discrimination. Kevin doesn't have a bell. Kevin is a person.. The character speaks in a slightly whiny, deadpan, put-upon male cat voice, mouth in sync. Exaggerated cartoon expressions, warm lighting. No other characters speak in this scene. No other characters appear on camera unless described.","Cartoonish 3D animated vertical 9:16 video, Pixar-style. The reference image is the ONLY main character on camera in this scene: single fluffy orange tabby cat, big green eyes, small white chest, loose sky-blue tie. Character grins slowly at camera as the bell is now on the pigeon flying past, and says: Kevin's next.. The character speaks in a slightly whiny, deadpan, put-upon male cat voice, mouth in sync. Exaggerated cartoon expressions, warm lighting. No other characters speak in this scene. No other characters appear on camera unless described.",https://raw.githubusercontent.com/dkgrissom-tech/Ora-auto/main/brands/toolstack/assets/refs/milo_ref.png,queued,
RITA-D26-MOR,2026-10-16,morning,rita,The block launched a neighborhood watch app.,"Cartoonish 3D animated vertical 9:16 video, Pixar-style. The reference image is the ONLY main character on camera in this scene: single clever raccoon, dark eye mask, small pink backpack. Character peers at a phone with 47 notifications, says the hook. The character speaks in a confident, mischievous female raccoon voice, mouth in sync. Exaggerated cartoon expressions, warm lighting. No other characters speak in this scene. No other characters appear on camera unless described.","Cartoonish 3D animated vertical 9:16 video, Pixar-style. The reference image is the ONLY main character on camera in this scene: single clever raccoon, dark eye mask, small pink backpack. Character scrolls the app and says: I have my own tag now. It says: RACCOON — DO NOT ENGAGE. Rude. I engage plenty.. The character speaks in a confident, mischievous female raccoon voice, mouth in sync. Exaggerated cartoon expressions, warm lighting. No other characters speak in this scene. No other characters appear on camera unless described.","Cartoonish 3D animated vertical 9:16 video, Pixar-style. The reference image is the ONLY main character on camera in this scene: single clever raccoon, dark eye mask, small pink backpack. Character poses on a fence, grinning at camera, and says: I've reported myself twice. My reviews are excellent.. The character speaks in a confident, mischievous female raccoon voice, mouth in sync. Exaggerated cartoon expressions, warm lighting. No other characters speak in this scene. No other characters appear on camera unless described.",https://raw.githubusercontent.com/dkgrissom-tech/Ora-auto/main/brands/toolstack/assets/refs/rita_ref.png,queued,
RITA-D26-EVE,2026-10-16,evening,rita,The block launched a neighborhood watch app.,"Cartoonish 3D animated vertical 9:16 video, Pixar-style. The reference image is the ONLY main character on camera in this scene: single clever raccoon, dark eye mask, small pink backpack. Character peers at a phone with 47 notifications, says the hook. The character speaks in a confident, mischievous female raccoon voice, mouth in sync. Exaggerated cartoon expressions, warm lighting. No other characters speak in this scene. No other characters appear on camera unless described.","Cartoonish 3D animated vertical 9:16 video, Pixar-style. The reference image is the ONLY main character on camera in this scene: single clever raccoon, dark eye mask, small pink backpack. Character scrolls the app and says: I have my own tag now. It says: RACCOON — DO NOT ENGAGE. Rude. I engage plenty.. The character speaks in a confident, mischievous female raccoon voice, mouth in sync. Exaggerated cartoon expressions, warm lighting. No other characters speak in this scene. No other characters appear on camera unless described.","Cartoonish 3D animated vertical 9:16 video, Pixar-style. The reference image is the ONLY main character on camera in this scene: single clever raccoon, dark eye mask, small pink backpack. Character poses on a fence, grinning at camera, and says: I've reported myself twice. My reviews are excellent.. The character speaks in a confident, mischievous female raccoon voice, mouth in sync. Exaggerated cartoon expressions, warm lighting. No other characters speak in this scene. No other characters appear on camera unless described.",https://raw.githubusercontent.com/dkgrissom-tech/Ora-auto/main/brands/toolstack/assets/refs/rita_ref.png,queued,
BARKLEY-D27-MOR,2026-10-17,morning,barkley,The cat coalition offered me a bribe.,"Cartoonish 3D animated vertical 9:16 video, Pixar-style. The reference image is the ONLY main character on camera in this scene: single golden retriever detective, rumpled trench coat, fedora tilted low. Character sits at his desk with an envelope and a small tin of sardines, hardboiled, says the hook. The character speaks in a hardboiled, gravelly male dog voice, mouth in sync. Exaggerated cartoon expressions, warm lighting. No other characters speak in this scene. No other characters appear on camera unless described.","Cartoonish 3D animated vertical 9:16 video, Pixar-style. The reference image is the ONLY main character on camera in this scene: single golden retriever detective, rumpled trench coat, fedora tilted low. Character opens the envelope with a claw and says: Twelve sardines and a note that says 'walk away'. I've walked away for less.. The character speaks in a hardboiled, gravelly male dog voice, mouth in sync. Exaggerated cartoon expressions, warm lighting. No other characters speak in this scene. No other characters appear on camera unless described.","Cartoonish 3D animated vertical 9:16 video, Pixar-style. The reference image is the ONLY main character on camera in this scene: single golden retriever detective, rumpled trench coat, fedora tilted low. Character tips his hat at camera and says: But this time I'm not walking. I'm running. Toward the tuna.. The character speaks in a hardboiled, gravelly male dog voice, mouth in sync. Exaggerated cartoon expressions, warm lighting. No other characters speak in this scene. No other characters appear on camera unless described.",https://raw.githubusercontent.com/dkgrissom-tech/Ora-auto/main/brands/toolstack/assets/refs/barkley_ref.png,queued,
BARKLEY-D27-EVE,2026-10-17,evening,barkley,The cat coalition offered me a bribe.,"Cartoonish 3D animated vertical 9:16 video, Pixar-style. The reference image is the ONLY main character on camera in this scene: single golden retriever detective, rumpled trench coat, fedora tilted low. Character sits at his desk with an envelope and a small tin of sardines, hardboiled, says the hook. The character speaks in a hardboiled, gravelly male dog voice, mouth in sync. Exaggerated cartoon expressions, warm lighting. No other characters speak in this scene. No other characters appear on camera unless described.","Cartoonish 3D animated vertical 9:16 video, Pixar-style. The reference image is the ONLY main character on camera in this scene: single golden retriever detective, rumpled trench coat, fedora tilted low. Character opens the envelope with a claw and says: Twelve sardines and a note that says 'walk away'. I've walked away for less.. The character speaks in a hardboiled, gravelly male dog voice, mouth in sync. Exaggerated cartoon expressions, warm lighting. No other characters speak in this scene. No other characters appear on camera unless described.","Cartoonish 3D animated vertical 9:16 video, Pixar-style. The reference image is the ONLY main character on camera in this scene: single golden retriever detective, rumpled trench coat, fedora tilted low. Character tips his hat at camera and says: But this time I'm not walking. I'm running. Toward the tuna.. The character speaks in a hardboiled, gravelly male dog voice, mouth in sync. Exaggerated cartoon expressions, warm lighting. No other characters speak in this scene. No other characters appear on camera unless described.",https://raw.githubusercontent.com/dkgrissom-tech/Ora-auto/main/brands/toolstack/assets/refs/barkley_ref.png,queued,
MILO2-D28-MOR,2026-10-18,morning,milo2,My cat-boss wants me to lead the all-hands.,"Cartoonish 3D animated vertical 9:16 video, Pixar-style. The reference image is the ONLY main character on camera in this scene: single fluffy orange tabby cat, big green eyes, small white chest, loose sky-blue tie. Character reads an email at his laptop with growing horror, says the hook. The character speaks in a slightly whiny, deadpan, put-upon male cat voice, mouth in sync. Exaggerated cartoon expressions, warm lighting. No other characters speak in this scene. No other characters appear on camera unless described.","Cartoonish 3D animated vertical 9:16 video, Pixar-style. The reference image is the ONLY main character on camera in this scene: single fluffy orange tabby cat, big green eyes, small white chest, loose sky-blue tie. Character practices in a small mirror on his desk and says: 'Team, our synergy is up.' No it isn't. Kevin is asleep on the printer.. The character speaks in a slightly whiny, deadpan, put-upon male cat voice, mouth in sync. Exaggerated cartoon expressions, warm lighting. No other characters speak in this scene. No other characters appear on camera unless described.","Cartoonish 3D animated vertical 9:16 video, Pixar-style. The reference image is the ONLY main character on camera in this scene: single fluffy orange tabby cat, big green eyes, small white chest, loose sky-blue tie. Character sighs at camera and says: I've delegated the whole thing to the pigeon. He owes me a favor. And a report.. The character speaks in a slightly whiny, deadpan, put-upon male cat voice, mouth in sync. Exaggerated cartoon expressions, warm lighting. No other characters speak in this scene. No other characters appear on camera unless described.",https://raw.githubusercontent.com/dkgrissom-tech/Ora-auto/main/brands/toolstack/assets/refs/milo2_ref.png,queued,
MILO2-D28-EVE,2026-10-18,evening,milo2,My cat-boss wants me to lead the all-hands.,"Cartoonish 3D animated vertical 9:16 video, Pixar-style. The reference image is the ONLY main character on camera in this scene: single fluffy orange tabby cat, big green eyes, small white chest, loose sky-blue tie. Character reads an email at his laptop with growing horror, says the hook. The character speaks in a slightly whiny, deadpan, put-upon male cat voice, mouth in sync. Exaggerated cartoon expressions, warm lighting. No other characters speak in this scene. No other characters appear on camera unless described.","Cartoonish 3D animated vertical 9:16 video, Pixar-style. The reference image is the ONLY main character on camera in this scene: single fluffy orange tabby cat, big green eyes, small white chest, loose sky-blue tie. Character practices in a small mirror on his desk and says: 'Team, our synergy is up.' No it isn't. Kevin is asleep on the printer.. The character speaks in a slightly whiny, deadpan, put-upon male cat voice, mouth in sync. Exaggerated cartoon expressions, warm lighting. No other characters speak in this scene. No other characters appear on camera unless described.","Cartoonish 3D animated vertical 9:16 video, Pixar-style. The reference image is the ONLY main character on camera in this scene: single fluffy orange tabby cat, big green eyes, small white chest, loose sky-blue tie. Character sighs at camera and says: I've delegated the whole thing to the pigeon. He owes me a favor. And a report.. The character speaks in a slightly whiny, deadpan, put-upon male cat voice, mouth in sync. Exaggerated cartoon expressions, warm lighting. No other characters speak in this scene. No other characters appear on camera unless described.",https://raw.githubusercontent.com/dkgrissom-tech/Ora-auto/main/brands/toolstack/assets/refs/milo2_ref.png,queued,
MILO-D29-MOR,2026-10-19,morning,milo,There's a new office rule about 'personal fragrances'.,"Cartoonish 3D animated vertical 9:16 video, Pixar-style. The reference image is the ONLY main character on camera in this scene: single fluffy orange tabby cat, big green eyes, small white chest, loose sky-blue tie. Character reads a memo pinned to his cubicle, deadpan to camera, says the hook. The character speaks in a slightly whiny, deadpan, put-upon male cat voice, mouth in sync. Exaggerated cartoon expressions, warm lighting. No other characters speak in this scene. No other characters appear on camera unless described.","Cartoonish 3D animated vertical 9:16 video, Pixar-style. The reference image is the ONLY main character on camera in this scene: single fluffy orange tabby cat, big green eyes, small white chest, loose sky-blue tie. Character sniffs his own tie and says: This is my natural musk. It's expensive. It's fish.. The character speaks in a slightly whiny, deadpan, put-upon male cat voice, mouth in sync. Exaggerated cartoon expressions, warm lighting. No other characters speak in this scene. No other characters appear on camera unless described.","Cartoonish 3D animated vertical 9:16 video, Pixar-style. The reference image is the ONLY main character on camera in this scene: single fluffy orange tabby cat, big green eyes, small white chest, loose sky-blue tie. Character leans on his desk and says: I've filed a complaint. Kevin agreed to sign it. Kevin will sign anything.. The character speaks in a slightly whiny, deadpan, put-upon male cat voice, mouth in sync. Exaggerated cartoon expressions, warm lighting. No other characters speak in this scene. No other characters appear on camera unless described.",https://raw.githubusercontent.com/dkgrissom-tech/Ora-auto/main/brands/toolstack/assets/refs/milo_ref.png,queued,
MILO-D29-EVE,2026-10-19,evening,milo,There's a new office rule about 'personal fragrances'.,"Cartoonish 3D animated vertical 9:16 video, Pixar-style. The reference image is the ONLY main character on camera in this scene: single fluffy orange tabby cat, big green eyes, small white chest, loose sky-blue tie. Character reads a memo pinned to his cubicle, deadpan to camera, says the hook. The character speaks in a slightly whiny, deadpan, put-upon male cat voice, mouth in sync. Exaggerated cartoon expressions, warm lighting. No other characters speak in this scene. No other characters appear on camera unless described.","Cartoonish 3D animated vertical 9:16 video, Pixar-style. The reference image is the ONLY main character on camera in this scene: single fluffy orange tabby cat, big green eyes, small white chest, loose sky-blue tie. Character sniffs his own tie and says: This is my natural musk. It's expensive. It's fish.. The character speaks in a slightly whiny, deadpan, put-upon male cat voice, mouth in sync. Exaggerated cartoon expressions, warm lighting. No other characters speak in this scene. No other characters appear on camera unless described.","Cartoonish 3D animated vertical 9:16 video, Pixar-style. The reference image is the ONLY main character on camera in this scene: single fluffy orange tabby cat, big green eyes, small white chest, loose sky-blue tie. Character leans on his desk and says: I've filed a complaint. Kevin agreed to sign it. Kevin will sign anything.. The character speaks in a slightly whiny, deadpan, put-upon male cat voice, mouth in sync. Exaggerated cartoon expressions, warm lighting. No other characters speak in this scene. No other characters appear on camera unless described.",https://raw.githubusercontent.com/dkgrissom-tech/Ora-auto/main/brands/toolstack/assets/refs/milo_ref.png,queued,
RITA-D30-MOR,2026-10-20,morning,rita,The city put out those fake owl statues to scare us.,"Cartoonish 3D animated vertical 9:16 video, Pixar-style. The reference image is the ONLY main character on camera in this scene: single clever raccoon, dark eye mask, small pink backpack. Character sits eye-to-eye with a fake plastic owl, unimpressed, says the hook. The character speaks in a confident, mischievous female raccoon voice, mouth in sync. Exaggerated cartoon expressions, warm lighting. No other characters speak in this scene. No other characters appear on camera unless described.","Cartoonish 3D animated vertical 9:16 video, Pixar-style. The reference image is the ONLY main character on camera in this scene: single clever raccoon, dark eye mask, small pink backpack. Character boops the owl on the beak and says: You have the same expression at midnight as you do at noon. You're not an owl. You're a stapler.. The character speaks in a confident, mischievous female raccoon voice, mouth in sync. Exaggerated cartoon expressions, warm lighting. No other characters speak in this scene. No other characters appear on camera unless described.","Cartoonish 3D animated vertical 9:16 video, Pixar-style. The reference image is the ONLY main character on camera in this scene: single clever raccoon, dark eye mask, small pink backpack. Character poses on top of the owl and says: The trash can beneath you is now mine. Congratulations on your promotion, stapler.. The character speaks in a confident, mischievous female raccoon voice, mouth in sync. Exaggerated cartoon expressions, warm lighting. No other characters speak in this scene. No other characters appear on camera unless described.",https://raw.githubusercontent.com/dkgrissom-tech/Ora-auto/main/brands/toolstack/assets/refs/rita_ref.png,queued,
RITA-D30-EVE,2026-10-20,evening,rita,The city put out those fake owl statues to scare us.,"Cartoonish 3D animated vertical 9:16 video, Pixar-style. The reference image is the ONLY main character on camera in this scene: single clever raccoon, dark eye mask, small pink backpack. Character sits eye-to-eye with a fake plastic owl, unimpressed, says the hook. The character speaks in a confident, mischievous female raccoon voice, mouth in sync. Exaggerated cartoon expressions, warm lighting. No other characters speak in this scene. No other characters appear on camera unless described.","Cartoonish 3D animated vertical 9:16 video, Pixar-style. The reference image is the ONLY main character on camera in this scene: single clever raccoon, dark eye mask, small pink backpack. Character boops the owl on the beak and says: You have the same expression at midnight as you do at noon. You're not an owl. You're a stapler.. The character speaks in a confident, mischievous female raccoon voice, mouth in sync. Exaggerated cartoon expressions, warm lighting. No other characters speak in this scene. No other characters appear on camera unless described.","Cartoonish 3D animated vertical 9:16 video, Pixar-style. The reference image is the ONLY main character on camera in this scene: single clever raccoon, dark eye mask, small pink backpack. Character poses on top of the owl and says: The trash can beneath you is now mine. Congratulations on your promotion, stapler.. The character speaks in a confident, mischievous female raccoon voice, mouth in sync. Exaggerated cartoon expressions, warm lighting. No other characters speak in this scene. No other characters appear on camera unless described.",https://raw.githubusercontent.com/dkgrissom-tech/Ora-auto/main/brands/toolstack/assets/refs/rita_ref.png,queued,
